0,906.00
1,905.00
2,905.00
3,905.00
3,905.00
4,906.00
5,907.00
6,908.00
6,908.00
7,909.00
8,908.00
9,908.00
9,907.00
10,906.00
11,905.00
12,905.00
12,904.00
13,905.00
14,906.00
15,907.00
16,908.00
16,908.00
17,909.00
18,908.00
19,907.00
20,906.00
20,905.00
21,904.00
22,905.00
23,904.00
23,905.00
24,907.00
25,907.00
26,908.00
27,909.00
27,908.00
28,907.00
29,907.00
30,906.00
31,905.00
31,904.00
32,904.00
33,904.00
34,906.00
35,907.00
36,908.00
36,909.00
37,908.00
38,907.00
39,906.00
40,905.00
41,904.00
43,905.00
44,905.00
45,907.00
46,907.00
47,908.00
48,909.00
48,908.00
49,907.00
50,906.00
51,904.00
52,904.00
53,904.00
54,905.00
55,906.00
56,908.00
57,908.00
58,908.00
58,908.00
59,906.00
60,905.00
61,904.00
62,904.00
63,905.00
64,905.00
65,905.00
66,908.00
67,908.00
68,908.00
69,907.00
69,906.00
70,905.00
71,904.00
72,904.00
73,905.00
74,906.00
75,907.00
76,907.00
77,908.00
78,908.00
79,907.00
79,905.00
80,904.00
81,904.00
82,904.00
83,905.00
84,906.00
86,907.00
87,908.00
88,908.00
89,907.00
90,906.00
91,905.00
91,904.00
92,904.00
93,905.00
94,905.00
95,906.00
96,908.00
97,908.00
98,908.00
99,907.00
100,906.00
101,905.00
102,904.00
103,904.00
104,905.00
105,907.00
106,907.00
107,908.00
108,908.00
109,907.00
110,905.00
111,904.00
112,904.00
113,904.00
114,905.00
115,906.00
116,908.00
117,908.00
118,908.00
119,907.00
120,905.00
121,904.00
122,904.00
123,904.00
124,906.00
125,907.00
126,907.00
128,908.00
129,985.00
130,992.00
131,973.00
132,959.00
133,950.00
134,943.00
135,938.00
136,935.00
136,932.00
138,929.00
138,926.00
139,923.00
140,921.00
141,918.00
142,917.00
143,917.00
144,916.00
145,916.00
146,916.00
147,915.00
148,914.00
149,913.00
150,911.00
151,910.00
152,910.00
153,911.00
154,911.00
155,912.00
156,912.00
157,912.00
158,911.00
159,909.00
160,908.00
161,907.00
162,907.00
163,908.00
164,909.00
165,910.00
166,911.00
167,910.00
168,909.00
169,908.00
171,906.00
172,906.00
173,906.00
174,908.00
175,909.00
176,910.00
177,910.00
178,909.00
179,908.00
180,907.00
181,906.00
182,905.00
183,906.00
184,907.00
185,908.00
186,909.00
187,909.00
188,909.00
189,907.00
190,906.00
191,905.00
192,905.00
193,906.00
194,907.00
195,908.00
196,909.00
197,909.00
198,908.00
199,907.00
200,905.00
201,904.00
202,905.00
203,906.00
204,907.00
205,908.00
206,908.00
207,909.00
208,907.00
209,906.00
210,905.00
211,904.00
212,905.00
214,906.00
215,907.00
216,908.00
217,909.00
218,908.00
219,907.00
220,906.00
221,904.00
222,904.00
223,905.00
224,906.00
225,907.00
226,908.00
227,909.00
228,908.00
229,907.00
230,905.00
231,904.00
232,904.00
233,905.00
234,906.00
235,907.00
236,908.00
237,908.00
238,908.00
239,906.00
240,905.00
241,904.00
242,904.00
243,905.00
244,906.00
245,907.00
246,908.00
247,908.00
248,907.00
249,906.00
250,905.00
251,904.00
252,904.00
253,905.00
254,907.00
256,907.00
257,908.00
258,908.00
259,907.00
260,906.00
261,904.00
262,904.00
263,904.00
264,905.00
265,906.00
266,907.00
267,908.00
268,907.00
269,907.00
270,905.00
271,904.00
272,904.00
273,904.00
274,906.00
275,907.00
276,908.00
277,908.00
278,907.00
279,907.00
280,905.00
281,904.00
282,904.00
283,905.00
284,906.00
285,907.00
286,908.00
287,908.00
288,907.00
289,906.00
290,905.00
291,904.00
292,904.00
293,905.00
294,906.00
295,907.00
296,908.00
297,908.00
299,907.00
300,906.00
301,905.00
302,904.00
303,904.00
304,905.00
305,906.00
306,907.00
307,908.00
308,908.00
309,907.00
310,906.00
311,904.00
312,904.00
313,904.00
314,905.00
315,906.00
316,907.00
317,908.00
318,908.00
319,907.00
320,906.00
321,904.00
322,904.00
323,903.00
324,905.00
325,906.00
326,908.00
327,908.00
328,977.00
329,992.00
330,973.00
331,958.00
332,949.00
333,943.00
334,938.00
335,935.00
336,932.00
337,929.00
338,926.00
339,923.00
340,920.00
342,918.00
343,917.00
344,915.00
345,916.00
346,917.00
347,916.00
348,916.00
349,915.00
350,913.00
351,911.00
352,911.00
353,910.00
354,910.00
355,911.00
356,912.00
357,912.00
358,912.00
359,911.00
360,910.00
361,908.00
362,907.00
363,907.00
364,909.00
365,909.00
366,910.00
367,911.00
368,910.00
369,909.00
370,908.00
371,906.00
372,906.00
373,906.00
374,908.00
375,909.00
376,909.00
377,910.00
378,909.00
379,908.00
380,907.00
381,906.00
382,905.00
384,906.00
385,907.00
386,908.00
387,909.00
388,909.00
389,909.00
390,907.00
391,906.00
392,905.00
393,905.00
394,906.00
395,907.00
396,908.00
397,909.00
397,909.00
399,908.00
399,907.00
400,906.00
401,905.00
402,904.00
403,906.00
404,907.00
405,908.00
406,909.00
407,909.00
408,908.00
409,906.00
410,905.00
411,905.00
412,905.00
413,905.00
414,907.00
415,908.00
416,908.00
417,908.00
418,907.00
419,906.00
420,905.00
421,904.00
422,905.00
423,906.00
424,907.00
425,908.00
427,908.00
428,908.00
429,907.00
430,905.00
431,904.00
432,904.00
433,905.00
434,906.00
435,907.00
436,908.00
437,908.00
438,908.00
439,906.00
440,905.00
441,904.00
442,904.00
443,905.00
444,906.00
445,907.00
446,908.00
447,908.00
448,907.00
449,906.00
450,905.00
451,904.00
452,904.00
453,905.00
454,906.00
455,907.00
456,908.00
457,908.00
458,907.00
459,906.00
460,904.00
461,904.00
462,904.00
463,905.00
464,906.00
465,907.00
466,908.00
467,908.00
468,907.00
470,906.00
471,904.00
472,904.00
473,905.00
474,905.00
475,906.00
476,908.00
477,908.00
478,908.00
479,907.00
480,905.00
481,904.00
482,904.00
483,904.00
484,906.00
485,907.00
486,908.00
487,908.00
488,907.00
489,906.00
490,905.00
491,904.00
492,904.00
493,905.00
494,906.00
495,907.00
496,908.00
497,908.00
498,907.00
499,906.00
500,904.00
501,904.00
502,904.00
503,905.00
504,906.00
505,907.00
506,908.00
507,908.00
508,907.00
509,906.00
510,905.00
512,904.00
513,904.00
514,905.00
515,906.00
516,908.00
517,908.00
518,908.00
519,907.00
520,905.00
521,904.00
522,904.00
523,904.00
524,905.00
525,906.00
526,908.00
527,908.00
528,970.00
529,992.00
530,972.00
531,958.00
532,949.00
533,942.00
534,938.00
535,934.00
536,931.00
537,929.00
538,926.00
539,923.00
540,920.00
541,918.00
542,916.00
543,916.00
544,916.00
545,916.00
546,917.00
547,916.00
548,914.00
549,913.00
550,911.00
551,910.00
552,909.00
553,910.00
555,911.00
556,912.00
557,912.00
558,912.00
559,911.00
560,909.00
561,908.00
562,907.00
563,907.00
564,908.00
565,909.00
566,910.00
567,911.00
568,910.00
569,909.00
570,908.00
571,907.00
572,906.00
573,906.00
574,907.00
575,908.00
576,909.00
577,909.00
578,909.00
579,908.00
580,907.00
581,905.00
582,905.00
583,906.00
584,907.00
585,908.00
586,909.00
587,909.00
588,909.00
589,908.00
590,906.00
591,905.00
592,905.00
593,906.00
594,907.00
595,908.00
596,909.00
598,909.00
599,908.00
600,907.00
601,906.00
602,905.00
603,904.00
604,905.00
605,907.00
606,908.00
607,909.00
608,909.00
609,908.00
610,906.00
611,905.00
612,904.00
613,904.00
614,906.00
615,907.00
616,908.00
617,909.00
618,908.00
619,908.00
620,906.00
621,904.00
622,903.00
623,905.00
624,906.00
625,907.00
626,906.00
627,909.00
628,965.00
629,992.00
630,972.00
631,958.00
632,949.00
633,942.00
634,939.00
635,934.00
636,931.00
637,929.00
638,926.00
640,923.00
641,921.00
642,918.00
643,917.00
644,916.00
645,916.00
646,916.00
647,916.00
648,916.00
649,914.00
650,913.00
651,911.00
652,910.00
653,910.00
654,910.00
655,911.00
656,912.00
657,912.00
658,912.00
658,911.00
660,910.00
660,908.00
661,907.00
662,907.00
663,908.00
664,909.00
665,910.00
666,911.00
667,910.00
668,909.00
669,908.00
670,906.00
671,906.00
672,906.00
673,907.00
674,909.00
675,909.00
676,910.00
677,909.00
678,908.00
679,907.00
680,905.00
681,905.00
683,906.00
684,907.00
685,908.00
686,909.00
687,909.00
688,909.00
689,907.00
690,906.00
691,905.00
692,905.00
693,905.00
694,907.00
695,908.00
696,908.00
697,909.00
698,908.00
699,907.00
700,906.00
701,905.00
702,905.00
703,905.00
704,906.00
705,908.00
706,909.00
707,909.00
708,908.00
709,906.00
710,905.00
711,904.00
712,904.00
713,906.00
714,907.00
715,908.00
716,909.00
717,908.00
718,907.00
719,906.00
720,905.00
721,904.00
722,905.00
723,906.00
724,907.00
726,908.00
727,908.00
728,961.00
729,992.00
730,972.00
731,959.00
732,949.00
733,942.00
734,938.00
735,934.00
736,931.00
737,929.00
738,926.00
739,923.00
740,920.00
741,918.00
742,917.00
743,916.00
744,916.00
745,916.00
746,916.00
747,916.00
748,915.00
749,913.00
750,912.00
751,910.00
752,910.00
753,910.00
754,911.00
755,911.00
756,912.00
757,912.00
758,911.00
759,909.00
760,908.00
761,907.00
762,907.00
763,908.00
764,909.00
765,910.00
766,911.00
768,910.00
769,909.00
770,908.00
771,907.00
772,906.00
773,906.00
774,907.00
775,908.00
776,909.00
777,910.00
778,909.00
779,908.00
780,907.00
781,906.00
782,905.00
783,906.00
784,907.00
785,908.00
786,908.00
787,909.00
788,909.00
789,908.00
790,906.00
791,905.00
792,905.00
793,906.00
794,906.00
795,907.00
796,909.00
797,909.00
798,908.00
799,907.00
800,906.00
801,905.00
802,904.00
803,906.00
804,907.00
805,908.00
806,909.00
807,909.00
808,908.00
809,907.00
811,905.00
812,904.00
813,905.00
814,905.00
815,907.00
816,908.00
817,908.00
818,908.00
819,907.00
820,906.00
821,905.00
822,904.00
823,904.00
824,906.00
825,906.00
826,908.00
827,908.00
828,969.00
829,992.00
830,973.00
831,959.00
832,949.00
833,943.00
834,937.00
835,934.00
836,931.00
837,929.00
838,926.00
839,923.00
840,921.00
841,918.00
842,917.00
843,916.00
844,916.00
845,916.00
846,916.00
847,916.00
848,915.00
849,913.00
850,911.00
851,910.00
852,910.00
854,910.00
855,911.00
856,911.00
857,912.00
858,912.00
859,911.00
860,910.00
861,908.00
862,907.00
863,907.00
864,908.00
865,909.00
866,910.00
867,910.00
868,910.00
869,909.00
870,908.00
871,907.00
872,906.00
873,906.00
874,907.00
875,908.00
876,909.00
877,910.00
878,909.00
879,908.00
880,907.00
881,906.00
882,905.00
883,906.00
884,906.00
885,908.00
886,909.00
887,909.00
888,908.00
889,908.00
890,906.00
891,905.00
892,905.00
893,906.00
894,906.00
896,908.00
897,908.00
898,909.00
899,908.00
900,907.00
901,905.00
902,905.00
